4.856,0.897,4.636,0.972,60,300,10
3.731,0.353,3.734,0.353,60,300,10
5.657,1.401,4.809,0.637,60,300,10
4.628,0.916,4.493,0.617,60,300,10
3.777,0.335,3.403,0.323,60,300,10
4.973,1.113,4.399,0.615,60,300,10
4.304,0.374,4.558,0.445,60,300,10
3.255,0.436,3.401,0.419,60,300,10
4.513,0.73,4.59,0.527,60,300,10
5.252,0.45,5.151,0.375,60,300,10
4.588,0.515,4.555,0.482,60,300,10
4.43,0.476,4.192,0.379,60,300,10
4.363,0.493,4.723,0.787,60,300,10
3.227,0.474,3.464,0.434,60,300,10
3.589,0.472,3.952,0.473,60,300,10
3.59,0.49,3.514,0.306,60,300,10
4.022,0.443,4.043,0.353,60,300,10
4.376,0.847,4.028,0.362,60,300,10
5.566,1.296,4.313,0.556,60,300,10
6.724,1.955,4.657,0.903,60,300,10
